time(s)	cellId	rnti	lcid	packetSize
0.9135	5	5	3	6485
0.914	5	5	3	6485
0.9145	5	5	3	6485
0.915	5	5	3	6485
0.9155	5	5	3	6485
0.916	5	5	3	6485
0.9165	5	5	3	6485
0.917	5	5	3	6485
0.9175	5	5	3	6485
0.918	5	5	3	6485
0.9185	5	5	3	6485
0.919	5	5	3	6485
0.9195	5	5	3	6485
0.92	5	5	3	6485
0.9205	5	5	3	6485
0.921	5	5	3	6485
0.9215	5	5	3	6485
0.922	5	5	3	6485
0.9225	5	5	3	6485
0.923	5	5	3	6485
0.9235	5	5	3	6485
0.924	5	5	3	6485
0.9245	5	5	3	5946
0.925	5	5	3	6485
0.9255	5	5	3	5946
0.926	5	5	3	6485
0.9265	5	5	3	6485
0.927	5	5	3	5946
0.9275	5	5	3	6485
0.928	5	5	3	6485
0.9285	5	5	3	6485
0.929	5	5	3	6485
0.9295	1	2	3	5368
0.9295	5	5	3	6485
0.93	1	2	3	5368
0.93	5	5	3	6485
0.9305	1	2	3	5368
0.9305	5	5	3	6485
0.931	1	2	3	5368
0.931	5	5	3	6485
0.9315	1	2	3	5368
0.9315	5	5	3	6485
0.932	1	2	3	4923
0.932	5	5	3	6485
0.9325	1	2	3	4923
0.9325	5	5	3	6485
0.933	5	5	3	5946
0.9335	5	5	3	5946
0.934	1	2	3	5368
0.934	5	5	3	6485
0.9345	1	2	3	4923
0.9345	5	5	3	6485
0.935	1	2	3	5368
0.935	5	5	3	5946
0.9355	1	2	3	5368
0.9355	5	5	3	6485
0.936	1	2	3	5368
0.936	5	5	3	6485
0.9365	5	5	3	6485
0.937	1	2	3	5368
0.937	5	5	3	6485
0.9375	5	5	3	6485
0.938	1	2	3	5368
0.938	5	5	3	6485
0.9385	1	2	3	5368
0.9385	5	5	3	6485
0.939	1	2	3	5368
0.939	5	5	3	6485
0.9395	1	2	3	5368
0.9395	5	5	3	6485
0.94	1	2	3	5368
0.94	5	5	3	6485
0.9405	1	2	3	5368
0.9405	5	5	3	6485
0.941	1	2	3	5368
0.941	5	5	3	6485
0.9415	5	5	3	6485
0.942	1	2	3	4923
0.942	5	5	3	6485
0.9425	5	5	3	6485
0.943	5	5	3	6485
0.9435	1	2	3	5368
0.9435	5	5	3	5946
0.944	1	2	3	5368
0.944	5	5	3	6485
0.9445	1	2	3	5368
0.9445	5	5	3	4024
0.945	1	2	3	5368
0.9455	1	2	3	5368
0.946	1	2	3	4923
0.9465	1	2	3	5368
0.947	1	2	3	5368
0.948	1	2	3	5368
0.9485	1	2	3	5368
0.9495	1	2	3	5368
0.95	1	2	3	5368
0.9505	1	2	3	5368
0.951	1	2	3	5368
0.9515	1	2	3	5368
0.952	1	2	3	5368
0.9525	1	2	3	5368
0.953	1	2	3	5368
0.9535	1	2	3	5368
0.954	1	2	3	5368
0.9545	1	2	3	5368
0.955	1	2	3	5368
0.9555	1	2	3	5368
0.956	1	2	3	4923
0.9565	1	2	3	4923
0.958	1	2	3	5368
0.9585	1	2	3	5368
0.959	1	2	3	5368
0.9595	1	2	3	5368
0.96	1	2	3	5368
0.9605	1	2	3	5368
0.961	1	2	3	5368
0.9615	1	2	3	4923
0.964	1	2	3	5368
0.9645	1	2	3	5368
0.965	1	2	3	4923
0.9655	1	2	3	5368
0.966	1	2	3	5368
0.9665	1	2	3	5368
0.9675	1	2	3	5368
0.968	1	2	3	5368
0.9685	1	2	3	4923
0.9695	1	2	3	5368
0.9705	1	2	3	5368
0.971	1	2	3	5368
0.9715	1	2	3	5368
0.972	1	2	3	4923
0.9725	1	2	3	4923
0.9735	1	2	3	5368
0.9745	1	2	3	4923
0.975	1	2	3	5368
0.9755	1	2	3	5368
0.976	1	2	3	5368
0.9765	1	2	3	5368
0.977	1	2	3	5368
0.9785	1	2	3	5368
0.979	1	2	3	5368
0.9795	1	2	3	5368
0.98	1	2	3	5368
0.9805	1	2	3	5368
0.9815	1	2	3	5368
0.982	1	2	3	4923
0.9825	1	2	3	5368
0.983	1	2	3	5368
0.9835	1	2	3	5368
0.984	1	2	3	5368
0.9845	1	2	3	5368
0.985	1	2	3	5368
0.986	1	2	3	4923
0.9865	1	2	3	5368
0.987	1	2	3	5368
0.9875	1	2	3	5368
0.988	1	2	3	5368
0.9885	1	2	3	5368
0.989	1	2	3	5368
0.9895	1	2	3	5368
0.99	1	2	3	5368
0.9905	1	2	3	4572
1.014	5	11	3	6485
1.0145	5	11	3	6485
1.015	5	11	3	5946
1.0155	5	11	3	6485
1.016	5	11	3	6485
1.0165	5	11	3	6485
1.017	5	11	3	6485
1.0175	5	11	3	6485
1.018	5	11	3	6485
1.0185	5	11	3	6485
1.019	5	11	3	6485
1.0195	5	11	3	6485
1.02	5	11	3	6485
1.0205	5	11	3	6485
1.021	5	11	3	6485
1.0215	5	11	3	6485
1.022	5	11	3	6485
1.0225	5	11	3	6485
1.023	5	11	3	6485
1.0235	5	11	3	5946
1.024	5	11	3	6485
1.0245	5	11	3	6485
1.025	5	11	3	6485
1.0255	5	11	3	6485
1.026	5	11	3	6485
1.0265	5	11	3	6485
1.027	5	11	3	6485
1.0275	5	11	3	6485
1.028	5	11	3	6485
1.0285	5	11	3	5946
1.029	5	11	3	6485
1.0295	5	11	3	6485
1.03	5	11	3	5946
1.0305	5	11	3	5946
1.031	5	11	3	6485
1.0315	5	11	3	6485
1.032	5	11	3	6485
1.0325	5	11	3	6485
1.033	5	11	3	6485
1.0335	5	11	3	6485
1.034	5	11	3	6485
1.0345	5	11	3	6485
1.035	5	11	3	6485
1.0355	5	11	3	6485
1.036	5	11	3	6485
1.0365	5	11	3	6485
1.037	5	11	3	6485
1.0375	5	11	3	6485
1.038	5	11	3	6485
1.0385	5	11	3	6485
1.039	5	11	3	6485
1.0395	5	11	3	6485
1.04	5	11	3	6485
1.0405	5	11	3	6485
1.041	5	11	3	6485
1.0415	5	11	3	6485
1.042	5	11	3	6485
1.0425	5	11	3	6485
1.043	5	11	3	6485
1.0435	5	11	3	6485
1.044	5	11	3	6485
1.0445	5	11	3	5946
1.045	5	11	3	6485
1.0455	5	11	3	5946
1.046	5	11	3	6485
1.0465	5	11	3	6485
1.047	5	11	3	5946
1.0475	5	11	3	6485
1.048	5	11	3	6485
1.0485	5	11	3	6485
1.049	5	11	3	6485
1.0495	5	11	3	6485
1.05	5	11	3	6485
1.0505	5	11	3	6485
1.051	5	11	3	6485
1.0515	5	11	3	6485
1.052	5	11	3	6485
1.0525	5	11	3	6485
1.053	5	11	3	5946
1.0535	5	11	3	5946
1.054	5	11	3	6485
1.0545	5	11	3	4024
1.0895	1	3	3	3398
1.09	1	3	3	3398
1.0905	1	3	3	3398
1.091	1	3	3	3398
1.0915	1	3	3	3398
1.092	1	3	3	3117
1.0925	1	3	3	3117
1.093	1	3	3	3398
1.0935	1	3	3	3398
1.094	1	3	3	3398
1.0945	1	3	3	3117
1.095	1	3	3	3398
1.0955	1	3	3	3398
1.096	1	3	3	3398
1.0965	1	3	3	3398
1.097	1	3	3	3398
1.0975	1	3	3	3398
1.098	1	3	3	3398
1.0985	1	3	3	3398
1.099	1	3	3	3398
1.0995	1	3	3	3398
1.1	1	3	3	3398
1.1005	1	3	3	3398
1.101	1	3	3	3398
1.1015	1	3	3	3398
1.102	1	3	3	3117
1.1025	1	3	3	3398
1.103	1	3	3	3398
1.1035	1	3	3	3398
1.104	1	3	3	3398
1.1045	1	3	3	3398
1.105	1	3	3	3398
1.1055	1	3	3	3398
1.106	1	3	3	3117
1.1065	1	3	3	3398
1.107	1	3	3	3398
1.1075	1	3	3	3398
1.108	1	3	3	3398
1.1085	1	3	3	3398
1.109	1	3	3	3398
1.1095	1	3	3	3398
1.11	1	3	3	3398
1.1105	1	3	3	3398
1.111	1	3	3	3398
1.1115	1	3	3	3398
1.112	1	3	3	3398
1.1125	1	3	3	3398
1.113	1	3	3	3398
1.1135	1	3	3	3398
1.114	1	3	3	3398
1.1145	1	3	3	3398
1.115	1	3	3	3398
1.1155	1	3	3	3398
1.116	1	3	3	3117
1.1165	1	3	3	3117
1.117	1	3	3	3398
1.1175	1	3	3	3398
1.118	1	3	3	3398
1.1185	1	3	3	3398
1.119	1	3	3	3398
1.1195	1	3	3	3398
1.12	1	3	3	3398
1.1205	1	3	3	3398
1.121	1	3	3	3398
1.1215	1	3	3	3117
1.122	1	3	3	3398
1.1225	1	3	3	3398
1.123	1	3	3	3398
1.1235	1	3	3	3398
1.124	1	3	3	3398
1.1245	1	3	3	3398
1.125	1	3	3	3117
1.1255	1	3	3	3398
1.126	1	3	3	3398
1.1265	1	3	3	3398
1.127	1	3	3	3398
1.1275	1	3	3	3398
1.128	1	3	3	3398
1.1285	1	3	3	3117
1.129	1	3	3	3398
1.1295	1	3	3	3398
1.13	1	3	3	3398
1.1305	1	3	3	3398
1.131	1	3	3	3398
1.1315	1	3	3	3398
1.132	1	3	3	3117
1.1325	1	3	3	3117
1.133	1	3	3	3398
1.1335	1	3	3	3398
1.134	1	3	3	3398
1.1345	1	3	3	3117
1.135	1	3	3	3398
1.1355	1	3	3	3398
1.136	1	3	3	3398
1.1365	1	3	3	3398
1.137	1	3	3	3398
1.1375	1	3	3	3398
1.138	1	3	3	3398
1.1385	1	3	3	3398
1.139	1	3	3	3398
1.1395	1	3	3	3398
1.14	1	3	3	3398
1.1405	1	3	3	3398
1.141	1	3	3	3398
1.1415	1	3	3	3398
1.142	1	3	3	3117
1.1425	1	3	3	3398
1.143	1	3	3	3398
1.1435	1	3	3	3398
1.144	1	3	3	3398
1.1445	1	3	3	3398
1.145	1	3	3	3398
1.1455	1	3	3	3398
1.146	1	3	3	3117
1.1465	1	3	3	3398
1.147	1	3	3	3398
1.1475	1	3	3	3398
1.148	1	3	3	3398
1.1485	1	3	3	3398
1.149	1	3	3	3398
1.1495	1	3	3	3398
1.15	1	3	3	3398
1.1505	1	3	3	3398
1.151	1	3	3	3398
1.1515	1	3	3	3398
1.152	1	3	3	3398
1.1525	1	3	3	3398
1.153	1	3	3	3398
1.1535	1	3	3	3398
1.154	1	3	3	3398
1.1545	1	3	3	3398
1.155	1	3	3	3398
1.1555	1	3	3	3398
1.156	1	3	3	3117
1.1565	1	3	3	3117
1.157	1	3	3	3398
1.1575	1	3	3	3398
1.158	1	3	3	3398
1.1585	1	3	3	3398
1.159	1	3	3	3398
1.1595	1	3	3	3398
1.16	1	3	3	3398
1.1605	1	3	3	3398
1.161	1	3	3	3398
1.1615	1	3	3	3117
1.162	1	3	3	3398
1.1625	1	3	3	3398
1.163	1	3	3	3398
1.1635	1	3	3	3398
1.164	1	3	3	3398
1.1645	1	3	3	3398
1.165	1	3	3	3117
1.1655	1	3	3	3398
1.166	1	3	3	3398
1.1665	1	3	3	3398
1.167	1	3	3	2724
1.168	5	12	3	6485
1.1685	5	12	3	6485
1.169	5	12	3	6485
1.1695	5	12	3	6485
1.17	5	12	3	6485
1.1705	5	12	3	6485
1.171	5	12	3	6485
1.1715	5	12	3	6485
1.172	5	12	3	6485
1.1725	5	12	3	6485
1.173	5	12	3	5946
1.1735	5	12	3	5946
1.174	5	12	3	6485
1.1745	5	12	3	6485
1.175	5	12	3	5946
1.1755	5	12	3	6485
1.176	5	12	3	6485
1.1765	5	12	3	6485
1.177	5	12	3	6485
1.1775	5	12	3	6485
1.178	5	12	3	6485
1.1785	5	12	3	6485
1.179	5	12	3	6485
1.1795	5	12	3	6485
1.18	5	12	3	6485
1.1805	5	12	3	6485
1.181	5	12	3	6485
1.1815	5	12	3	6485
1.182	5	12	3	6485
1.1825	5	12	3	6485
1.183	5	12	3	6485
1.1835	5	12	3	5946
1.184	5	12	3	6485
1.1845	5	12	3	6485
1.185	5	12	3	6485
1.1855	5	12	3	6485
1.186	5	12	3	6485
1.1865	5	12	3	6485
1.187	5	12	3	6485
1.1875	5	12	3	6485
1.188	5	12	3	6485
1.1885	5	12	3	5946
1.189	5	12	3	6485
1.1895	5	12	3	6485
1.19	5	12	3	5946
1.1905	5	12	3	5946
1.191	5	12	3	6485
1.1915	5	12	3	6485
1.192	5	12	3	6485
1.1925	5	12	3	6485
1.193	5	12	3	6485
1.1935	5	12	3	6485
1.194	5	12	3	6485
1.1945	5	12	3	6485
1.195	5	12	3	6485
1.1955	5	12	3	6485
1.196	5	12	3	6485
1.1965	5	12	3	6485
1.197	5	12	3	6485
1.1975	5	12	3	6485
1.198	5	12	3	6485
1.1985	5	12	3	6485
1.199	5	12	3	6485
1.1995	5	12	3	6485
1.2	5	12	3	6485
1.2005	5	12	3	6485
1.201	5	12	3	6485
1.2015	5	12	3	6485
1.202	5	12	3	6485
1.2025	5	12	3	6485
1.203	5	12	3	6485
1.2035	5	12	3	6485
1.204	5	12	3	6485
1.2045	5	12	3	5946
1.205	5	12	3	6485
1.2055	5	12	3	5946
1.206	5	12	3	6485
1.2065	5	12	3	6485
1.207	5	12	3	5946
1.2075	5	12	3	6485
1.208	5	12	3	6485
1.2085	5	12	3	4024
1.219	5	13	3	6485
1.2195	5	13	3	6485
1.22	5	13	3	6485
1.2205	5	13	3	6485
1.221	5	13	3	6485
1.2215	5	13	3	6485
1.222	5	13	3	6485
1.2225	5	13	3	6485
1.223	5	13	3	6485
1.2235	5	13	3	5946
1.224	5	13	3	6485
1.2245	5	13	3	6485
1.225	5	13	3	6485
1.2255	5	13	3	6485
1.226	5	13	3	6485
1.2265	5	13	3	6485
1.227	5	13	3	6485
1.2275	5	13	3	6485
1.228	5	13	3	6485
1.2285	5	13	3	5946
1.229	5	13	3	6485
1.2295	5	13	3	6485
1.23	5	13	3	5946
1.2305	5	13	3	5946
1.231	5	13	3	6485
1.2315	5	13	3	6485
1.232	5	13	3	6485
1.2325	5	13	3	6485
1.233	5	13	3	6485
1.2335	5	13	3	6485
1.234	5	13	3	6485
1.2345	5	13	3	6485
1.235	5	13	3	6485
1.2355	5	13	3	6485
1.236	5	13	3	6485
1.2365	5	13	3	6485
1.237	5	13	3	6485
1.2375	5	13	3	6485
1.238	5	13	3	6485
1.2385	5	13	3	6485
1.239	5	13	3	6485
1.2395	5	13	3	6485
1.24	5	13	3	6485
1.2405	5	13	3	6485
1.241	5	13	3	6485
1.2415	5	13	3	6485
1.242	5	13	3	6485
1.2425	5	13	3	6485
1.243	5	13	3	6485
1.2435	5	13	3	6485
1.244	5	13	3	6485
1.2445	1	4	3	6485
1.2445	5	13	3	5946
1.245	1	4	3	5946
1.245	5	13	3	6485
1.2455	1	4	3	6485
1.2455	5	13	3	5946
1.246	1	4	3	6485
1.246	5	13	3	6485
1.2465	1	4	3	6485
1.2465	5	13	3	6485
1.247	1	4	3	6485
1.247	5	13	3	5946
1.2475	1	4	3	6485
1.2475	5	13	3	6485
1.248	1	4	3	6485
1.248	5	13	3	6485
1.2485	1	4	3	5946
1.2485	5	13	3	6485
1.249	1	4	3	6485
1.249	5	13	3	6485
1.2495	1	4	3	6485
1.2495	5	13	3	6485
1.25	1	4	3	6485
1.25	5	13	3	6485
1.2505	1	4	3	6485
1.2505	5	13	3	6485
1.251	1	4	3	6485
1.251	5	13	3	6485
1.2515	1	4	3	6485
1.2515	5	13	3	6485
1.252	1	4	3	5946
1.252	5	13	3	6485
1.2525	1	4	3	5946
1.2525	5	13	3	6485
1.253	1	4	3	6485
1.253	5	13	3	5946
1.2535	1	4	3	6485
1.2535	5	13	3	5946
1.254	1	4	3	6485
1.254	5	13	3	6485
1.2545	1	4	3	5946
1.2545	5	13	3	6485
1.255	1	4	3	6485
1.255	5	13	3	5946
1.2555	1	4	3	6485
1.2555	5	13	3	6485
1.256	1	4	3	6485
1.256	5	13	3	6485
1.2565	1	4	3	6485
1.2565	5	13	3	6485
1.257	1	4	3	6485
1.257	5	13	3	6485
1.2575	1	4	3	6485
1.2575	5	13	3	6485
1.258	1	4	3	6485
1.258	5	13	3	6485
1.2585	1	4	3	6485
1.2585	5	13	3	6485
1.259	1	4	3	6485
1.259	5	13	3	6485
1.2595	1	4	3	6485
1.2595	5	13	3	4024
1.26	1	4	3	6485
1.2605	1	4	3	6485
1.261	1	4	3	6485
1.2615	1	4	3	6485
1.262	1	4	3	5946
1.2625	1	4	3	6485
1.263	1	4	3	6485
1.2635	1	4	3	6485
1.264	1	4	3	6485
1.2645	1	4	3	6485
1.265	1	4	3	6485
1.2655	1	4	3	6485
1.266	1	4	3	5946
1.2665	1	4	3	6485
1.267	1	4	3	6485
1.2675	1	4	3	6485
1.268	1	4	3	6485
1.2685	1	4	3	6485
1.269	1	4	3	6485
1.2695	1	4	3	6485
1.27	1	4	3	6485
1.2705	1	4	3	6485
1.271	1	4	3	6485
1.2715	1	4	3	6485
1.272	1	4	3	6485
1.2725	1	4	3	6485
1.273	1	4	3	6485
1.2735	1	4	3	6485
1.274	1	4	3	6485
1.2745	1	4	3	6485
1.275	1	4	3	6485
1.2755	1	4	3	6485
1.276	1	4	3	5946
1.2765	1	4	3	5946
1.277	1	4	3	6485
1.2775	1	4	3	6485
1.278	1	4	3	6485
1.2785	1	4	3	6485
1.279	1	4	3	6485
1.2795	1	4	3	6485
1.28	1	4	3	6485
1.2805	1	4	3	6485
1.281	1	4	3	6485
1.2815	1	4	3	5946
1.282	1	4	3	6485
1.2825	1	4	3	6485
1.283	1	4	3	6485
1.2835	1	4	3	6485
1.284	1	4	3	6485
1.2845	1	4	3	6485
1.285	1	4	3	4024
1.3775	1	5	3	203
1.378	1	5	3	203
1.3785	1	5	3	203
1.379	1	5	3	203
1.3795	1	5	3	203
1.38	1	5	3	203
1.3805	1	5	3	6485
1.381	1	5	3	6485
1.3815	1	5	3	6485
1.382	1	5	3	5946
1.3825	1	5	3	6485
1.383	1	5	3	6485
1.3835	1	5	3	6485
1.384	1	5	3	6485
1.3845	1	5	3	6485
1.385	1	5	3	6485
1.3855	1	5	3	6485
1.386	1	5	3	5946
1.3865	1	5	3	6485
1.387	1	5	3	6485
1.3875	1	5	3	6485
1.388	1	5	3	6485
1.3885	1	5	3	6485
1.389	1	5	3	6485
1.3895	1	5	3	6485
1.39	1	5	3	6485
1.3905	1	5	3	6485
1.391	1	5	3	6485
1.3915	1	5	3	6485
1.392	1	5	3	6485
1.3925	1	5	3	6485
1.393	1	5	3	6485
1.3935	1	5	3	6485
1.394	1	5	3	6485
1.3945	1	5	3	6485
1.395	1	5	3	6485
1.3955	1	5	3	6485
1.396	1	5	3	5946
1.3965	1	5	3	5946
1.397	1	5	3	6485
1.3975	1	5	3	6485
1.398	1	5	3	6485
1.3985	1	5	3	6485
1.399	1	5	3	6485
1.3995	1	5	3	6485
1.4	1	5	3	6485
1.4005	1	5	3	6485
1.401	1	5	3	6485
1.4015	1	5	3	5946
1.402	1	5	3	6485
1.4025	1	5	3	6485
1.403	1	5	3	6485
1.4035	1	5	3	6485
1.404	1	5	3	6485
1.4045	1	5	3	6485
1.405	1	5	3	5946
1.4055	1	5	3	6485
1.406	1	5	3	6485
1.4065	1	5	3	6485
1.407	1	5	3	6485
1.4075	1	5	3	6485
1.408	1	5	3	6485
1.4085	1	5	3	5946
1.409	1	5	3	6485
1.4095	1	5	3	6485
1.41	1	5	3	6485
1.4105	1	5	3	6485
1.411	1	5	3	6485
1.4115	1	5	3	6485
1.412	1	5	3	5946
1.4125	1	5	3	5946
1.413	1	5	3	6485
1.4135	1	5	3	6485
1.414	1	5	3	6485
1.4145	1	5	3	5946
1.415	1	5	3	6485
1.4155	1	5	3	6485
1.416	1	5	3	6485
1.4165	1	5	3	6485
1.417	1	5	3	6485
1.4175	1	5	3	6485
1.418	1	5	3	6485
1.4185	1	5	3	6485
1.419	1	5	3	6485
1.4195	1	5	3	6485
1.42	1	5	3	6485
1.4205	1	5	3	6485
1.421	1	5	3	2819
1.544	3	4	3	186
1.5445	3	4	3	203
1.545	3	4	3	203
1.5455	3	4	3	203
1.546	3	4	3	203
1.5465	3	4	3	203
1.547	3	4	3	6485
1.5475	3	4	3	6485
1.548	3	4	3	6485
1.5485	3	4	3	6485
1.549	3	4	3	6485
1.5495	3	4	3	5946
1.55	3	4	3	6485
1.5505	3	4	3	6485
1.551	3	4	3	6485
1.5515	3	4	3	6485
1.552	3	4	3	6485
1.5525	3	4	3	5946
1.553	3	4	3	5946
1.5535	3	4	3	6485
1.554	3	4	3	6485
1.5545	3	4	3	6485
1.555	3	4	3	6485
1.5555	3	4	3	6485
1.556	3	4	3	6485
1.5565	3	4	3	6485
1.557	3	4	3	5946
1.5575	3	4	3	6485
1.558	3	4	3	5946
1.5585	3	4	3	6485
1.559	3	4	3	6485
1.5595	3	4	3	6485
1.56	3	4	3	6485
1.5605	3	4	3	5946
1.561	3	4	3	6485
1.5615	3	4	3	6485
1.562	3	4	3	6485
1.5625	3	4	3	6485
1.563	3	4	3	6485
1.5635	3	4	3	6485
1.564	3	4	3	6485
1.5645	3	4	3	6485
1.565	3	4	3	6485
1.5655	3	4	3	5946
1.566	3	4	3	6485
1.5665	3	4	3	6485
1.567	3	4	3	6485
1.5675	3	4	3	6485
1.568	3	4	3	6485
1.5685	3	4	3	6485
1.569	3	4	3	6485
1.5695	3	4	3	6485
1.57	3	4	3	6485
1.5705	3	4	3	6485
1.571	3	4	3	6485
1.5715	3	4	3	6485
1.572	3	4	3	6485
1.5725	3	4	3	6485
1.573	3	4	3	6485
1.5735	3	4	3	6485
1.574	3	4	3	6485
1.5745	3	4	3	5946
1.575	3	4	3	6485
1.5755	3	4	3	6485
1.576	3	4	3	6485
1.5765	3	4	3	6485
1.577	3	4	3	6485
1.5775	3	4	3	6485
1.578	3	4	3	6485
1.5785	3	4	3	5946
1.579	3	4	3	6485
1.5795	3	4	3	6485
1.58	3	4	3	6485
1.5805	3	4	3	6485
1.581	3	4	3	6485
1.5815	3	4	3	6485
1.582	3	4	3	6485
1.5825	3	4	3	6485
1.583	3	4	3	6485
1.5835	3	4	3	6485
1.584	3	4	3	5946
1.5845	3	4	3	6485
1.585	3	4	3	6485
1.5855	3	4	3	6485
1.586	3	4	3	6485
1.5865	3	4	3	6485
1.587	3	4	3	6485
1.5875	3	4	3	2836
1.6085	3	5	3	203
1.609	3	5	3	203
1.6095	3	5	3	203
1.61	3	5	3	203
1.6105	3	5	3	203
1.611	3	5	3	203
1.6115	3	5	3	2876
1.612	3	5	3	2876
1.6125	3	5	3	2876
1.613	3	5	3	2876
1.6135	3	5	3	2876
1.614	3	5	3	2876
1.6145	3	5	3	2636
1.615	3	5	3	2876
1.6155	3	5	3	2876
1.616	3	5	3	2876
1.6165	3	5	3	2876
1.617	3	5	3	2876
1.6175	3	5	3	2876
1.618	3	5	3	2876
1.6185	3	5	3	2636
1.619	3	5	3	2876
1.6195	3	5	3	2876
1.62	3	5	3	2876
1.6205	3	5	3	2876
1.621	3	5	3	2876
1.6215	3	5	3	2876
1.622	3	5	3	2876
1.6225	3	5	3	1436
1.6225	3	6	3	98
1.623	3	5	3	1436
1.623	3	6	3	98
1.6235	3	5	3	1436
1.6235	3	6	3	98
1.624	3	5	3	1196
1.624	3	6	3	98
1.6245	3	5	3	1436
1.6245	3	6	3	98
1.625	3	5	3	1436
1.625	3	6	3	98
1.6255	3	5	3	1436
1.6255	3	6	3	2684
1.626	3	5	3	1436
1.626	3	6	3	2684
1.6265	3	5	3	1436
1.6265	3	6	3	2684
1.627	3	5	3	1436
1.627	3	6	3	2684
1.6275	3	5	3	1436
1.6275	3	6	3	2684
1.628	3	5	3	1436
1.628	3	6	3	2684
1.6285	3	5	3	1436
1.6285	3	6	3	2684
1.629	3	5	3	1436
1.629	3	6	3	2684
1.6295	3	5	3	1436
1.6295	3	6	3	2235
1.63	3	5	3	1436
1.63	3	6	3	2684
1.6305	3	5	3	1436
1.631	3	5	3	1436
1.631	3	6	3	2684
1.6315	3	5	3	1436
1.6315	3	6	3	2684
1.632	3	5	3	1677
1.6325	3	5	3	1196
1.6325	3	6	3	2684
1.633	3	5	3	1436
1.633	3	6	3	2235
1.6335	3	5	3	1436
1.6335	3	6	3	2684
1.634	3	5	3	1436
1.634	3	6	3	2684
1.6345	3	5	3	1436
1.6345	3	6	3	2684
1.635	3	5	3	1436
1.635	3	6	3	2684
1.6355	3	5	3	1677
1.636	3	5	3	1436
1.636	3	6	3	2684
1.6365	3	5	3	1436
1.6365	3	6	3	2684
1.637	3	5	3	1196
1.637	3	6	3	2684
1.6375	3	5	3	1436
1.6375	3	6	3	2684
1.638	3	5	3	1436
1.638	3	6	3	2235
1.6385	3	5	3	1436
1.6385	3	6	3	2684
1.639	3	5	3	1436
1.639	3	6	3	2684
1.6395	3	5	3	1436
1.64	3	5	3	1436
1.6405	3	5	3	1196
1.6405	3	6	3	2684
1.641	3	5	3	1436
1.6415	3	5	3	1436
1.6415	3	6	3	2684
1.642	3	5	3	1436
1.642	3	6	3	2684
1.6425	3	5	3	1436
1.6425	3	6	3	2684
1.643	3	5	3	1436
1.6435	3	5	3	1436
1.6435	3	6	3	2684
1.644	3	5	3	1436
1.644	3	6	3	2684
1.6445	3	5	3	1436
1.6445	3	6	3	2684
1.645	3	5	3	1436
1.645	3	6	3	2684
1.6455	3	5	3	1196
1.6455	3	6	3	2684
1.646	3	5	3	1436
1.646	3	6	3	2684
1.6465	3	5	3	1436
1.6465	3	6	3	2684
1.647	3	5	3	1436
1.647	3	6	3	2684
1.6475	3	5	3	1436
1.6475	3	6	3	2684
1.648	3	5	3	1436
1.648	3	6	3	2684
1.6485	3	5	3	1436
1.6485	3	6	3	2684
1.649	3	5	3	1436
1.649	3	6	3	2684
1.6495	3	5	3	1436
1.65	3	5	3	1436
1.65	3	6	3	2684
1.6505	3	5	3	1436
1.6505	3	6	3	2684
1.651	3	5	3	1436
1.651	3	6	3	2684
1.6515	3	5	3	1436
1.6515	3	6	3	2684
1.652	3	5	3	1436
1.652	3	6	3	2684
1.6525	3	5	3	1436
1.653	3	5	3	1436
1.653	3	6	3	2684
1.6535	3	5	3	1436
1.6535	3	6	3	2684
1.654	3	5	3	1436
1.654	3	6	3	2684
1.6545	3	5	3	1196
1.6545	3	6	3	2684
1.655	3	5	3	1436
1.655	3	6	3	2684
1.6555	3	5	3	1436
1.6555	3	6	3	2684
1.656	3	5	3	1436
1.656	3	6	3	2684
1.6565	3	5	3	1436
1.6565	3	6	3	2684
1.657	3	5	3	1436
1.6575	3	5	3	1436
1.658	3	5	3	1436
1.658	3	6	3	2684
1.6585	3	5	3	1196
1.6585	3	6	3	2684
1.659	3	5	3	1436
1.659	3	6	3	2684
1.6595	3	5	3	1436
1.6595	3	6	3	2684
1.66	3	5	3	1436
1.66	3	6	3	2684
1.6605	3	5	3	1436
1.6605	3	6	3	2684
1.661	3	5	3	1436
1.661	3	6	3	2684
1.6615	3	5	3	1436
1.6615	3	6	3	2684
1.662	3	5	3	1436
1.6625	3	5	3	1436
1.6625	3	6	3	2684
1.663	3	5	3	1436
1.663	3	6	3	2684
1.6635	3	5	3	1436
1.664	3	5	3	1196
1.664	3	6	3	2684
1.6645	3	5	3	1436
1.6645	3	6	3	2684
1.665	3	5	3	1436
1.665	3	6	3	2684
1.6655	3	5	3	1436
1.6655	3	6	3	2684
1.666	3	5	3	1436
1.666	3	6	3	2684
1.6665	3	5	3	1436
1.6665	3	6	3	2684
1.667	3	5	3	1436
1.667	3	6	3	2684
1.6675	3	5	3	1436
1.6675	3	6	3	2684
1.668	3	5	3	1436
1.668	3	6	3	2684
1.6685	3	5	3	1436
1.6685	3	6	3	2684
1.669	3	5	3	1436
1.669	3	6	3	2684
1.6695	3	5	3	1436
1.6695	3	6	3	2235
1.67	3	5	3	1436
1.67	3	6	3	2684
1.6705	3	5	3	1436
1.6705	3	6	3	2684
1.671	3	5	3	1436
1.671	3	6	3	2684
1.6715	3	5	3	1436
1.6715	3	6	3	2684
1.672	3	5	3	1436
1.672	3	6	3	2684
