Time	CellId	RNTI	BWPId	SINR(dB)
0.405536	5	5	0	19.7247
0.405536	5	11	0	36.0304
0.405536	5	12	0	15.1069
0.405536	5	13	0	45.6697
0.405536	5	14	0	20.0115
0.405536	5	15	0	15.2807
0.407036	5	1	0	32.3192
0.407036	5	2	0	36.6027
0.407036	5	3	0	29.0527
0.407036	5	4	0	28.4751
0.407036	5	5	0	19.7247
0.407036	5	11	0	36.0304
0.407036	5	12	0	15.1069
0.407036	5	13	0	45.6697
0.407036	5	14	0	20.0115
0.407036	5	15	0	15.2807
0.408536	1	1	0	12.9124
0.408536	1	2	0	23.0024
0.408536	1	3	0	19.8289
0.408536	1	4	0	15.8615
0.408536	1	5	0	17.5117
0.408536	1	6	0	22.4263
0.408536	1	11	0	14.7139
0.408536	1	12	0	19.9733
0.408536	1	13	0	21.8847
0.408536	1	14	0	20.9653
0.410036	1	1	0	12.9124
0.410036	1	2	0	23.0024
0.410036	1	3	0	19.8289
0.410036	1	4	0	15.8615
0.410036	1	5	0	17.5117
0.410036	1	6	0	22.4263
0.410036	1	11	0	14.7139
0.410036	1	12	0	19.9733
0.410036	1	13	0	21.8847
0.410036	1	14	0	20.9653
0.410036	3	1	0	18.4858
0.410036	3	2	0	29.1371
0.410036	3	3	0	26.8171
0.410036	3	4	0	19.1463
0.410036	3	5	0	23.0998
0.410036	3	6	0	22.6556
0.410036	3	11	0	20.4511
0.410036	3	12	0	17.4783
0.410036	3	13	0	24.9801
0.410036	3	14	0	30.8809
0.410036	5	1	0	32.3192
0.410036	5	2	0	36.6027
0.410036	5	3	0	29.0527
0.410036	5	4	0	28.4751
0.410036	5	5	0	19.7247
0.410036	5	11	0	36.0304
0.410036	5	12	0	15.1069
0.410036	5	13	0	45.6697
0.410036	5	14	0	20.0115
0.410036	5	15	0	15.2807
0.412036	1	1	0	12.9124
0.412036	1	2	0	23.0024
0.412036	1	3	0	19.8289
0.412036	1	4	0	15.8615
0.412036	1	5	0	17.5117
0.412036	1	6	0	22.4263
0.412036	1	11	0	14.7139
0.412036	1	12	0	19.9733
0.412036	1	13	0	21.8847
0.412036	1	14	0	20.9653
0.412536	1	1	0	12.9124
0.412536	1	2	0	23.0024
0.412536	1	3	0	19.8289
0.412536	1	4	0	15.8615
0.412536	1	5	0	17.5117
0.412536	1	6	0	22.4263
0.412536	1	11	0	14.7139
0.412536	1	12	0	19.9733
0.412536	1	13	0	21.8847
0.412536	1	14	0	20.9653
0.413036	5	1	0	32.3192
0.413036	5	2	0	36.6027
0.413036	5	3	0	29.0527
0.413036	5	4	0	28.4751
0.413036	5	5	0	19.7247
0.413036	5	11	0	36.0304
0.413036	5	12	0	15.1069
0.413036	5	13	0	45.6697
0.413036	5	14	0	20.0115
0.413036	5	15	0	15.2807
0.413536	5	1	0	32.3192
