Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
1.57846	DL	157	8	0	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.57896	DL	157	8	1	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.57946	DL	157	9	0	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.57993	DL	157	9	1	1	11	3	0	4	5949	27	1	0	33.2581	15	0	0
1.58046	DL	158	0	0	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58096	DL	158	0	1	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58146	DL	158	1	0	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58196	DL	158	1	1	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58246	DL	158	2	0	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58296	DL	158	2	1	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58346	DL	158	3	0	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58396	DL	158	3	1	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58446	DL	158	4	0	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58496	DL	158	4	1	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58543	DL	158	5	0	1	11	3	0	4	5949	27	1	0	33.2581	15	0	0
1.58596	DL	158	5	1	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58646	DL	158	6	0	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58696	DL	158	6	1	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58746	DL	158	7	0	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58796	DL	158	7	1	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58846	DL	158	8	0	1	12	3	0	4	6488	27	1	0	33.2581	15	0	0
1.58875	DL	158	8	1	1	6	3	0	4	3244	27	1	0	33.2581	15	0	0
1.60996	DL	160	9	1	1	12	3	0	5	206	0	1	0	21.7787	8	0	0
1.61046	DL	161	0	0	1	12	3	0	5	206	0	1	0	21.7787	8	0	0
1.61096	DL	161	0	1	1	12	3	0	5	206	0	1	0	21.7787	8	0	0
1.61146	DL	161	1	0	1	12	3	0	5	206	0	1	0	21.7787	8	0	0
1.61196	DL	161	1	1	1	12	3	0	5	206	0	1	0	21.7787	8	0	0
1.61246	DL	161	2	0	1	12	3	0	5	206	0	1	0	21.7787	8	0	0
1.61296	DL	161	2	1	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61346	DL	161	3	0	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61396	DL	161	3	1	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61446	DL	161	4	0	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61496	DL	161	4	1	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61546	DL	161	5	0	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61593	DL	161	5	1	1	11	3	0	5	2639	13	1	0	21.7787	8	0	0
1.61646	DL	161	6	0	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61696	DL	161	6	1	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61746	DL	161	7	0	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61796	DL	161	7	1	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61846	DL	161	8	0	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61896	DL	161	8	1	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61946	DL	161	9	0	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.61993	DL	161	9	1	1	11	3	0	5	2639	13	1	0	21.7787	8	0	0
1.62046	DL	162	0	0	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.62096	DL	162	0	1	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.62146	DL	162	1	0	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.62196	DL	162	1	1	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.62246	DL	162	2	0	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.62296	DL	162	2	1	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.62346	DL	162	3	0	1	12	3	0	5	2879	13	1	0	21.7787	8	0	0
1.62375	DL	162	3	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.62396	DL	162	3	1	7	6	3	0	6	101	0	1	0	28.694	13	0	0
1.62425	DL	162	4	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.62446	DL	162	4	0	7	6	3	0	6	101	0	1	0	28.694	13	0	0
1.62475	DL	162	4	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.62496	DL	162	4	1	7	6	3	0	6	101	0	1	0	28.694	13	0	0
1.62521	DL	162	5	0	1	5	3	0	5	1199	13	1	0	21.7787	8	0	0.00039996
1.62543	DL	162	5	0	6	6	3	0	6	101	0	1	0	28.694	13	0	0
1.62575	DL	162	5	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.62596	DL	162	5	1	7	6	3	0	6	101	0	1	0	28.694	13	0	0
1.62625	DL	162	6	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.62646	DL	162	6	0	7	6	3	0	6	101	0	1	0	28.694	13	0	0
1.62675	DL	162	6	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.62696	DL	162	6	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.62725	DL	162	7	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.62746	DL	162	7	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.62775	DL	162	7	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.62796	DL	162	7	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.62825	DL	162	8	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.62846	DL	162	8	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.62875	DL	162	8	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.62896	DL	162	8	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.62925	DL	162	9	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.62946	DL	162	9	0	7	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.62975	DL	162	9	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.62996	DL	162	9	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.63025	DL	163	0	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63046	DL	163	0	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.63075	DL	163	0	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63093	DL	163	0	1	7	5	3	0	6	2238	23	1	0	28.694	13	1	0.512648
1.63125	DL	163	1	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63146	DL	163	1	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.63175	DL	163	1	1	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.63196	DL	163	1	1	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63225	DL	163	2	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63246	DL	163	2	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.63275	DL	163	2	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63296	DL	163	2	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.63321	DL	163	3	0	1	5	3	0	6	2238	23	1	1	28.694	13	0	0
1.63346	DL	163	3	0	6	7	3	0	5	1680	13	1	0	21.7787	8	0	0
1.63371	DL	163	3	1	1	5	3	0	5	1199	13	1	0	21.7787	8	0	0.00039996
1.63393	DL	163	3	1	6	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.63425	DL	163	4	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63443	DL	163	4	0	7	5	3	0	6	2238	23	1	0	28.694	13	1	0.512648
1.63475	DL	163	4	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63496	DL	163	4	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.63525	DL	163	5	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63546	DL	163	5	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.63575	DL	163	5	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63596	DL	163	5	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.63625	DL	163	6	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63646	DL	163	6	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.63671	DL	163	6	1	1	5	3	0	6	2238	23	1	1	28.694	13	0	0
1.63696	DL	163	6	1	6	7	3	0	5	1680	13	1	0	21.7787	8	0	0
1.63725	DL	163	7	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63746	DL	163	7	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.63775	DL	163	7	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63796	DL	163	7	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.63821	DL	163	8	0	1	5	3	0	5	1199	13	1	0	21.7787	8	0	0.00039996
1.63843	DL	163	8	0	6	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.63875	DL	163	8	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63896	DL	163	8	1	7	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.63925	DL	163	9	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63943	DL	163	9	0	7	5	3	0	6	2238	23	1	0	28.694	13	0	0.512648
1.63975	DL	163	9	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.63996	DL	163	9	1	7	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.64025	DL	164	0	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64046	DL	164	0	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64075	DL	164	0	1	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.64096	DL	164	0	1	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64125	DL	164	1	0	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.64146	DL	164	1	0	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64171	DL	164	1	1	1	5	3	0	5	1199	13	1	0	21.7787	8	0	0.00039996
1.64193	DL	164	1	1	6	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.64225	DL	164	2	0	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.64246	DL	164	2	0	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64275	DL	164	2	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64296	DL	164	2	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64325	DL	164	3	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64346	DL	164	3	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64375	DL	164	3	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64396	DL	164	3	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64425	DL	164	4	0	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.64446	DL	164	4	0	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64475	DL	164	4	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64496	DL	164	4	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64525	DL	164	5	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64546	DL	164	5	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64575	DL	164	5	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64596	DL	164	5	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64625	DL	164	6	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64646	DL	164	6	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64671	DL	164	6	1	1	5	3	0	5	1199	13	1	0	21.7787	8	0	0.00039996
1.64693	DL	164	6	1	6	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64725	DL	164	7	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64746	DL	164	7	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64775	DL	164	7	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64796	DL	164	7	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64825	DL	164	8	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64846	DL	164	8	0	7	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.64875	DL	164	8	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64896	DL	164	8	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64925	DL	164	9	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64946	DL	164	9	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.64975	DL	164	9	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.64996	DL	164	9	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65025	DL	165	0	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65046	DL	165	0	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65075	DL	165	0	1	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.65096	DL	165	0	1	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65125	DL	165	1	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65146	DL	165	1	0	7	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.65175	DL	165	1	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65196	DL	165	1	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65225	DL	165	2	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65246	DL	165	2	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65275	DL	165	2	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65296	DL	165	2	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65325	DL	165	3	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65346	DL	165	3	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65375	DL	165	3	1	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.65396	DL	165	3	1	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65425	DL	165	4	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65446	DL	165	4	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65475	DL	165	4	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65496	DL	165	4	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65525	DL	165	5	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65546	DL	165	5	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65571	DL	165	5	1	1	5	3	0	5	1199	13	1	0	21.7787	8	0	0.00039996
1.65593	DL	165	5	1	6	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.65625	DL	165	6	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65646	DL	165	6	0	7	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.65675	DL	165	6	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65696	DL	165	6	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65725	DL	165	7	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65746	DL	165	7	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65775	DL	165	7	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65796	DL	165	7	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65825	DL	165	8	0	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.65846	DL	165	8	0	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65875	DL	165	8	1	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.65896	DL	165	8	1	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65925	DL	165	9	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.65946	DL	165	9	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.65971	DL	165	9	1	1	5	3	0	5	1199	13	1	0	21.7787	8	0	0.00039996
1.65993	DL	165	9	1	6	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66025	DL	166	0	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66046	DL	166	0	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66075	DL	166	0	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66096	DL	166	0	1	7	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.66125	DL	166	1	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66146	DL	166	1	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66175	DL	166	1	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66196	DL	166	1	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66225	DL	166	2	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66246	DL	166	2	0	7	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.66275	DL	166	2	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66296	DL	166	2	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66325	DL	166	3	0	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.66346	DL	166	3	0	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66375	DL	166	3	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66396	DL	166	3	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66425	DL	166	4	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66446	DL	166	4	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66475	DL	166	4	1	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.66496	DL	166	4	1	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66521	DL	166	5	0	1	5	3	0	5	1199	13	1	0	21.7787	8	0	0.00039996
1.66543	DL	166	5	0	6	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66575	DL	166	5	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66596	DL	166	5	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66625	DL	166	6	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66646	DL	166	6	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66675	DL	166	6	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66696	DL	166	6	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66725	DL	166	7	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66746	DL	166	7	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66775	DL	166	7	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66796	DL	166	7	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66825	DL	166	8	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66846	DL	166	8	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66875	DL	166	8	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66896	DL	166	8	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66925	DL	166	9	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66946	DL	166	9	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.66975	DL	166	9	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.66996	DL	166	9	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67025	DL	167	0	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67046	DL	167	0	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67075	DL	167	0	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67093	DL	167	0	1	7	5	3	0	6	2238	23	1	0	28.694	13	0	0.512648
1.67125	DL	167	1	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67146	DL	167	1	0	7	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.67175	DL	167	1	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67196	DL	167	1	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67225	DL	167	2	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67246	DL	167	2	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67275	DL	167	2	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67296	DL	167	2	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67325	DL	167	3	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67346	DL	167	3	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67375	DL	167	3	1	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.67393	DL	167	3	1	7	5	3	0	5	1199	13	1	0	21.7787	8	0	0.00039996
1.67421	DL	167	4	0	1	5	3	0	5	1199	13	1	0	21.7787	8	0	0.00039996
1.67443	DL	167	4	0	6	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67475	DL	167	4	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67496	DL	167	4	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67525	DL	167	5	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67546	DL	167	5	0	7	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.67575	DL	167	5	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67596	DL	167	5	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67625	DL	167	6	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67646	DL	167	6	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67675	DL	167	6	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67696	DL	167	6	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67725	DL	167	7	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67746	DL	167	7	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67775	DL	167	7	1	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.67796	DL	167	7	1	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67821	DL	167	8	0	1	5	3	0	5	1199	13	1	0	21.7787	8	0	0.00039996
1.67843	DL	167	8	0	6	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67875	DL	167	8	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67896	DL	167	8	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.67925	DL	167	9	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67943	DL	167	9	0	7	5	3	0	6	2238	23	1	0	28.694	13	1	0.512648
1.67975	DL	167	9	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.67996	DL	167	9	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68025	DL	168	0	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68046	DL	168	0	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68075	DL	168	0	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68096	DL	168	0	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68125	DL	168	1	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68146	DL	168	1	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68171	DL	168	1	1	1	5	3	0	6	2238	23	1	1	28.694	13	0	0
1.68193	DL	168	1	1	6	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68225	DL	168	2	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68246	DL	168	2	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68275	DL	168	2	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68296	DL	168	2	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68325	DL	168	3	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68346	DL	168	3	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68375	DL	168	3	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68396	DL	168	3	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68425	DL	168	4	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68446	DL	168	4	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68475	DL	168	4	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68496	DL	168	4	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68525	DL	168	5	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68546	DL	168	5	0	7	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.68575	DL	168	5	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68596	DL	168	5	1	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68625	DL	168	6	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68646	DL	168	6	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68671	DL	168	6	1	1	5	3	0	5	1199	13	1	0	21.7787	8	0	0.00039996
1.68693	DL	168	6	1	6	6	3	0	6	2687	23	1	0	28.694	13	1	0.153141
1.68725	DL	168	7	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68746	DL	168	7	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68775	DL	168	7	1	1	6	3	0	6	2687	23	1	1	28.694	13	0	0
1.68796	DL	168	7	1	7	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68825	DL	168	8	0	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
1.68846	DL	168	8	0	7	6	3	0	6	2687	23	1	0	28.694	13	0	0.153141
1.68875	DL	168	8	1	1	6	3	0	5	1439	13	1	0	21.7787	8	0	0
