Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
0.770464	DL	77	0	0	1	12	3	0	2	6488	27	1	0	38.853	15	0	0
0.770964	DL	77	0	1	1	12	3	0	2	6488	27	1	0	38.853	15	0	0
0.771464	DL	77	1	0	1	12	3	0	2	6488	27	1	0	38.853	15	0	0
0.771964	DL	77	1	1	1	12	3	0	2	6488	27	1	0	38.853	15	0	0
0.772464	DL	77	2	0	1	12	3	0	2	6488	27	1	0	38.853	15	0	0
0.772964	DL	77	2	1	1	12	3	0	2	6488	27	1	0	38.853	15	0	0
0.773464	DL	77	3	0	1	12	3	0	2	6488	27	1	0	38.853	15	0	0
0.773964	DL	77	3	1	1	12	3	0	2	6488	27	1	0	38.853	15	0	0
0.774464	DL	77	4	0	1	12	3	0	2	6488	27	1	0	38.853	15	0	0
0.774964	DL	77	4	1	1	12	3	0	2	6488	27	1	0	38.853	15	0	0
0.775464	DL	77	5	0	1	12	3	0	2	6488	27	1	0	38.853	15	0	0
0.775929	DL	77	5	1	1	11	3	0	2	5949	27	1	0	38.853	15	0	0
0.776464	DL	77	6	0	1	12	3	0	2	6488	27	1	0	38.853	15	0	0
0.77675	DL	77	6	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.776964	DL	77	6	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.77725	DL	77	7	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.777464	DL	77	7	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.77775	DL	77	7	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.777964	DL	77	7	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.77825	DL	77	8	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.778464	DL	77	8	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.77875	DL	77	8	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.778964	DL	77	8	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.77925	DL	77	9	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.779464	DL	77	9	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.779714	DL	77	9	1	1	5	3	0	2	2704	27	1	0	38.853	15	0	0
0.779929	DL	77	9	1	6	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78025	DL	78	0	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.780464	DL	78	0	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78075	DL	78	0	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.780964	DL	78	0	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78125	DL	78	1	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.781464	DL	78	1	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78175	DL	78	1	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.781964	DL	78	1	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78225	DL	78	2	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.782464	DL	78	2	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78275	DL	78	2	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.782964	DL	78	2	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78325	DL	78	3	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.783464	DL	78	3	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78375	DL	78	3	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.783964	DL	78	3	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78425	DL	78	4	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.784464	DL	78	4	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78475	DL	78	4	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.784964	DL	78	4	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78525	DL	78	5	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.785429	DL	78	5	0	7	5	3	0	3	2238	23	1	0	32.0609	13	0	0
0.78575	DL	78	5	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.785964	DL	78	5	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78625	DL	78	6	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.786464	DL	78	6	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78675	DL	78	6	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.786964	DL	78	6	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78725	DL	78	7	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.787464	DL	78	7	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78775	DL	78	7	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.787964	DL	78	7	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78825	DL	78	8	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.788464	DL	78	8	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78875	DL	78	8	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.788964	DL	78	8	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78925	DL	78	9	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.789464	DL	78	9	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.78975	DL	78	9	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.789964	DL	78	9	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79025	DL	79	0	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.790464	DL	79	0	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.790714	DL	79	0	1	1	5	3	0	2	2704	27	1	0	38.853	15	0	0
0.790929	DL	79	0	1	6	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79125	DL	79	1	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.791464	DL	79	1	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79175	DL	79	1	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.791964	DL	79	1	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79225	DL	79	2	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.792464	DL	79	2	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79275	DL	79	2	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.792964	DL	79	2	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79325	DL	79	3	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.793464	DL	79	3	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79375	DL	79	3	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.793929	DL	79	3	1	7	5	3	0	3	2238	23	1	0	32.0609	13	0	0
0.794214	DL	79	4	0	1	5	3	0	2	2704	27	1	0	38.853	15	0	0
0.794429	DL	79	4	0	6	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79475	DL	79	4	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.794964	DL	79	4	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79525	DL	79	5	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.795464	DL	79	5	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79575	DL	79	5	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.795964	DL	79	5	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79625	DL	79	6	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.796464	DL	79	6	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79675	DL	79	6	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.796964	DL	79	6	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79725	DL	79	7	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.797464	DL	79	7	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79775	DL	79	7	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.797964	DL	79	7	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79825	DL	79	8	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.798429	DL	79	8	0	7	5	3	0	3	2238	23	1	0	32.0609	13	0	0
0.79875	DL	79	8	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.798964	DL	79	8	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.799214	DL	79	9	0	1	5	3	0	2	2704	27	1	0	38.853	15	0	0
0.799429	DL	79	9	0	6	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.79975	DL	79	9	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.799964	DL	79	9	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80025	DL	80	0	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.800464	DL	80	0	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80075	DL	80	0	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.800964	DL	80	0	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80125	DL	80	1	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.801464	DL	80	1	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80175	DL	80	1	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.801929	DL	80	1	1	7	5	3	0	3	2238	23	1	0	32.0609	13	0	0
0.80225	DL	80	2	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.802464	DL	80	2	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80275	DL	80	2	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.802964	DL	80	2	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80325	DL	80	3	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.803464	DL	80	3	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80375	DL	80	3	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.803964	DL	80	3	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80425	DL	80	4	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.804464	DL	80	4	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80475	DL	80	4	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.804964	DL	80	4	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80525	DL	80	5	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.805464	DL	80	5	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80575	DL	80	5	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.805964	DL	80	5	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80625	DL	80	6	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.806464	DL	80	6	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.806714	DL	80	6	1	1	5	3	0	2	2704	27	1	0	38.853	15	0	0
0.806929	DL	80	6	1	6	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80725	DL	80	7	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.807464	DL	80	7	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80775	DL	80	7	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.807964	DL	80	7	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80825	DL	80	8	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.808464	DL	80	8	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80875	DL	80	8	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.808964	DL	80	8	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80925	DL	80	9	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.809464	DL	80	9	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.80975	DL	80	9	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.809964	DL	80	9	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81025	DL	81	0	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.810464	DL	81	0	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81075	DL	81	0	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.810964	DL	81	0	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81125	DL	81	1	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.811464	DL	81	1	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81175	DL	81	1	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.811964	DL	81	1	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81225	DL	81	2	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.812464	DL	81	2	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81275	DL	81	2	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.812964	DL	81	2	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81325	DL	81	3	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.813464	DL	81	3	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81375	DL	81	3	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.813964	DL	81	3	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81425	DL	81	4	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.814464	DL	81	4	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81475	DL	81	4	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.814964	DL	81	4	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81525	DL	81	5	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.815464	DL	81	5	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81575	DL	81	5	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.815929	DL	81	5	1	7	5	3	0	3	2238	23	1	0	32.0609	13	0	0
0.81625	DL	81	6	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.816464	DL	81	6	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81675	DL	81	6	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.816964	DL	81	6	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81725	DL	81	7	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.817464	DL	81	7	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81775	DL	81	7	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.817964	DL	81	7	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81825	DL	81	8	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.818464	DL	81	8	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81875	DL	81	8	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.818964	DL	81	8	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.81925	DL	81	9	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.819464	DL	81	9	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.819714	DL	81	9	1	1	5	3	0	2	2704	27	1	0	38.853	15	0	0
0.819929	DL	81	9	1	6	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82025	DL	82	0	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.820464	DL	82	0	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82075	DL	82	0	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.820964	DL	82	0	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82125	DL	82	1	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.821464	DL	82	1	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82175	DL	82	1	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.821964	DL	82	1	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82225	DL	82	2	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.822464	DL	82	2	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82275	DL	82	2	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.822964	DL	82	2	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82325	DL	82	3	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.823464	DL	82	3	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82375	DL	82	3	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.823964	DL	82	3	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82425	DL	82	4	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.824464	DL	82	4	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82475	DL	82	4	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.824964	DL	82	4	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82525	DL	82	5	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.825429	DL	82	5	0	7	5	3	0	3	2238	23	1	0	32.0609	13	0	0
0.82575	DL	82	5	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.825964	DL	82	5	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82625	DL	82	6	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.826464	DL	82	6	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82675	DL	82	6	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.826964	DL	82	6	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82725	DL	82	7	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.827464	DL	82	7	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.827464	DL	82	7	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82775	DL	82	7	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.827964	DL	82	7	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.827964	DL	82	7	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82825	DL	82	8	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.828464	DL	82	8	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.828464	DL	82	8	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82875	DL	82	8	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.828964	DL	82	8	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.828964	DL	82	8	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82925	DL	82	9	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.829464	DL	82	9	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.829464	DL	82	9	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.82975	DL	82	9	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.829929	DL	82	9	1	1	11	5	0	4	5949	27	1	0	42.3039	15	0	0
0.829964	DL	82	9	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83025	DL	83	0	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.830464	DL	83	0	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.830464	DL	83	0	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.830714	DL	83	0	1	1	5	3	0	2	2704	27	1	0	38.853	15	0	0
0.830929	DL	83	0	1	6	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.830964	DL	83	0	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.83125	DL	83	1	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.831429	DL	83	1	0	1	11	5	0	4	5949	27	1	0	42.3039	15	0	0
0.831464	DL	83	1	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83175	DL	83	1	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.831929	DL	83	1	1	1	11	5	0	4	5949	27	1	0	42.3039	15	0	0
0.831964	DL	83	1	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83225	DL	83	2	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.832464	DL	83	2	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.832464	DL	83	2	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83275	DL	83	2	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.832964	DL	83	2	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.832964	DL	83	2	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83325	DL	83	3	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.833464	DL	83	3	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.833464	DL	83	3	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83375	DL	83	3	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.833929	DL	83	3	1	7	5	3	0	3	2238	23	1	0	32.0609	13	0	0
0.833964	DL	83	3	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.834214	DL	83	4	0	1	5	3	0	2	2704	27	1	0	38.853	15	0	0
0.834429	DL	83	4	0	6	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.834464	DL	83	4	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.83475	DL	83	4	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.834964	DL	83	4	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.834964	DL	83	4	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83525	DL	83	5	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.835464	DL	83	5	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.835464	DL	83	5	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83575	DL	83	5	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.835964	DL	83	5	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.835964	DL	83	5	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83625	DL	83	6	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.836464	DL	83	6	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.836464	DL	83	6	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83675	DL	83	6	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.836964	DL	83	6	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.836964	DL	83	6	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83725	DL	83	7	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.837464	DL	83	7	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.837464	DL	83	7	0	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83775	DL	83	7	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.837964	DL	83	7	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.837964	DL	83	7	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.83825	DL	83	8	0	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.838429	DL	83	8	0	7	5	3	0	3	2238	23	1	0	32.0609	13	0	0
0.838464	DL	83	8	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.83875	DL	83	8	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.838964	DL	83	8	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.838964	DL	83	8	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.839214	DL	83	9	0	1	5	3	0	2	2704	27	1	0	38.853	15	0	0
0.839429	DL	83	9	0	6	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.839464	DL	83	9	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.83975	DL	83	9	1	1	6	3	0	2	3244	27	1	0	38.853	15	0	0
0.839964	DL	83	9	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.839964	DL	83	9	1	7	6	3	0	3	2687	23	1	0	32.0609	13	0	0.00029997
0.840143	DL	84	0	0	1	3	3	0	2	1623	27	1	0	38.853	15	0	0
0.840464	DL	84	0	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.840464	DL	84	0	0	4	9	3	0	3	4031	23	1	0	32.0609	13	0	0
0.840964	DL	84	0	1	1	12	3	0	3	5371	23	1	0	32.0609	13	0	0.00059985
0.840964	DL	84	0	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.841464	DL	84	1	0	1	12	3	0	3	5371	23	1	0	32.0609	13	0	0.00059985
0.841464	DL	84	1	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.841929	DL	84	1	1	1	11	3	0	3	4926	23	1	0	32.0609	13	0	0
0.841964	DL	84	1	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.842464	DL	84	2	0	1	12	3	0	3	5371	23	1	0	32.0609	13	0	0.00059985
0.842464	DL	84	2	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.842964	DL	84	2	1	1	12	3	0	3	5371	23	1	0	32.0609	13	0	0.00059985
0.842964	DL	84	2	1	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
0.843464	DL	84	3	0	1	12	3	0	3	5371	23	1	0	32.0609	13	0	0.00059985
0.843464	DL	84	3	0	1	12	5	0	4	6488	27	1	0	42.3039	15	0	0
