% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.5725	1	0	0	1	57	3	1	1	11	11	1	0	23	4926
0.573	1	0	0	1	57	4	0	1	12	15	1	0	23	5371
0.5735	1	0	0	1	57	4	1	1	12	14	1	0	23	5371
0.574	1	0	0	1	57	5	0	1	12	13	1	0	23	5371
0.5745	1	0	0	1	57	5	1	1	11	12	1	0	23	4926
0.575	1	0	0	1	57	6	0	1	12	11	1	0	23	5371
0.5755	1	0	0	1	57	6	1	1	12	15	1	0	23	5371
0.576	1	0	0	1	57	7	0	1	12	14	1	0	23	5371
0.5765	1	0	0	1	57	7	1	1	12	13	1	0	23	5371
0.577	1	0	0	1	57	8	0	1	12	12	1	0	23	5371
0.5775	1	0	0	1	57	8	1	1	12	11	1	0	23	5371
0.578	1	0	0	1	57	9	0	1	12	15	1	0	23	5371
0.5785	1	0	0	1	57	9	1	1	12	14	1	0	23	5371
0.579	1	0	0	1	58	0	0	1	12	13	1	0	23	5371
0.5795	1	0	0	1	58	0	1	1	12	12	1	0	23	5371
0.58	1	0	0	1	58	1	0	1	12	11	1	0	23	5371
0.5805	1	0	0	1	58	1	1	1	12	15	1	0	23	5371
0.581	1	0	0	1	58	2	0	1	12	14	1	0	23	5371
0.5815	1	0	0	1	58	2	1	1	12	13	1	0	23	5371
0.582	1	0	0	1	58	3	0	1	11	12	1	0	23	4926
0.5825	1	0	0	1	58	3	1	1	12	11	1	0	23	5371
0.583	1	0	0	1	58	4	0	1	12	15	1	0	23	5371
0.5835	1	0	0	1	58	4	1	1	12	14	1	0	23	5371
0.584	1	0	0	1	58	5	0	1	12	13	1	0	23	5371
0.5845	1	0	0	1	58	5	1	1	12	12	1	0	23	5371
0.585	1	0	0	1	58	6	0	1	12	11	1	0	23	5371
0.5855	1	0	0	1	58	6	1	1	12	15	1	0	23	5371
0.586	1	0	0	1	58	7	0	1	11	14	1	0	23	4926
0.5865	1	0	0	1	58	7	1	1	12	13	1	0	23	5371
0.587	1	0	0	1	58	8	0	1	12	12	1	0	23	5371
0.5875	1	0	0	1	58	8	1	1	12	11	1	0	23	5371
0.588	1	0	0	1	58	9	0	1	12	15	1	0	23	5371
0.5885	1	0	0	1	58	9	1	1	12	14	1	0	23	5371
0.589	1	0	0	1	59	0	0	1	12	13	1	0	23	5371
0.5895	1	0	0	1	59	0	1	1	12	12	1	0	23	5371
0.59	1	0	0	1	59	1	0	1	12	11	1	0	23	5371
0.5905	1	0	0	1	59	1	1	1	12	15	1	0	23	5371
0.591	1	0	0	1	59	2	0	1	12	14	1	0	23	5371
0.5915	1	0	0	1	59	2	1	1	12	13	1	0	23	5371
0.592	1	0	0	1	59	3	0	1	12	12	1	0	23	5371
0.5925	1	0	0	1	59	3	1	1	12	11	1	0	23	5371
0.593	1	0	0	1	59	4	0	1	12	15	1	0	23	5371
0.593	5	0	0	3	59	4	0	1	12	15	1	0	27	6488
0.5935	1	0	0	1	59	4	1	1	12	14	1	0	23	5371
0.5935	5	0	0	3	59	4	1	1	12	14	1	0	27	6488
0.594	1	0	0	1	59	5	0	1	12	13	1	0	23	5371
0.594	5	0	0	3	59	5	0	1	12	13	1	0	27	6488
0.5945	1	0	0	1	59	5	1	1	12	12	1	0	23	5371
0.5945	5	0	0	3	59	5	1	1	12	12	1	0	27	6488
0.595	1	0	0	1	59	6	0	1	12	11	1	0	23	5371
0.595	5	0	0	3	59	6	0	1	12	11	1	0	27	6488
0.5955	1	0	0	1	59	6	1	1	12	15	1	0	23	5371
0.5955	5	0	0	3	59	6	1	1	12	15	1	0	27	6488
0.596	1	0	0	1	59	7	0	1	11	14	1	0	23	4926
0.596	5	0	0	3	59	7	0	1	12	14	1	0	27	6488
0.5965	1	0	0	1	59	7	1	1	11	13	1	0	23	4926
0.5965	5	0	0	3	59	7	1	1	12	13	1	0	27	6488
0.597	1	0	0	1	59	8	0	1	8	12	1	0	23	3582
0.597	5	0	0	3	59	8	0	1	12	12	1	0	27	6488
0.5975	5	0	0	3	59	8	1	1	12	11	1	0	27	6488
0.598	5	0	0	3	59	9	0	1	12	15	1	0	27	6488
0.5985	5	0	0	3	59	9	1	1	12	14	1	0	27	6488
0.599	5	0	0	3	60	0	0	1	12	13	1	0	27	6488
0.5995	5	0	0	3	60	0	1	1	12	12	1	0	27	6488
0.6	5	0	0	3	60	1	0	1	12	11	1	0	27	6488
0.6005	5	0	0	3	60	1	1	1	12	15	1	0	27	6488
0.601	5	0	0	3	60	2	0	1	12	14	1	0	27	6488
0.6015	5	0	0	3	60	2	1	1	12	13	1	0	27	6488
0.602	5	0	0	3	60	3	0	1	12	12	1	0	27	6488
0.6025	5	0	0	3	60	3	1	1	12	11	1	0	27	6488
0.603	5	0	0	3	60	4	0	1	12	15	1	0	27	6488
0.6035	5	0	0	3	60	4	1	1	12	14	1	0	27	6488
0.604	5	0	0	3	60	5	0	1	12	13	1	0	27	6488
0.6045	5	0	0	3	60	5	1	1	11	12	1	0	27	5949
0.605	5	0	0	3	60	6	0	1	12	11	1	0	27	6488
0.6055	5	0	0	3	60	6	1	1	11	15	1	0	27	5949
0.606	5	0	0	3	60	7	0	1	12	14	1	0	27	6488
0.6065	5	0	0	3	60	7	1	1	12	13	1	0	27	6488
0.607	5	0	0	3	60	8	0	1	11	12	1	0	27	5949
0.6075	5	0	0	3	60	8	1	1	12	11	1	0	27	6488
0.608	5	0	0	3	60	9	0	1	12	15	1	0	27	6488
0.6085	5	0	0	3	60	9	1	1	12	14	1	0	27	6488
0.609	5	0	0	3	61	0	0	1	12	13	1	0	27	6488
0.6095	5	0	0	3	61	0	1	1	12	12	1	0	27	6488
0.61	5	0	0	3	61	1	0	1	12	11	1	0	27	6488
0.6105	5	0	0	3	61	1	1	1	12	15	1	0	27	6488
0.611	5	0	0	3	61	2	0	1	12	14	1	0	27	6488
0.6115	5	0	0	3	61	2	1	1	12	13	1	0	27	6488
0.612	5	0	0	3	61	3	0	1	12	12	1	0	27	6488
0.6125	5	0	0	3	61	3	1	1	12	11	1	0	27	6488
0.613	5	0	0	3	61	4	0	1	11	15	1	0	27	5949
0.6135	5	0	0	3	61	4	1	1	11	14	1	0	27	5949
0.614	5	0	0	3	61	5	0	1	12	13	1	0	27	6488
0.6145	5	0	0	3	61	5	1	1	12	12	1	0	27	6488
0.615	5	0	0	3	61	6	0	1	11	11	1	0	27	5949
0.6155	5	0	0	3	61	6	1	1	12	15	1	0	27	6488
0.616	5	0	0	3	61	7	0	1	12	14	1	0	27	6488
0.6165	5	0	0	3	61	7	1	1	12	13	1	0	27	6488
0.617	5	0	0	3	61	8	0	1	12	12	1	0	27	6488
0.6175	5	0	0	3	61	8	1	1	12	11	1	0	27	6488
0.618	5	0	0	3	61	9	0	1	12	15	1	0	27	6488
0.6185	5	0	0	3	61	9	1	1	12	14	1	0	27	6488
0.619	5	0	0	3	62	0	0	1	12	13	1	0	27	6488
0.6195	5	0	0	3	62	0	1	1	12	12	1	0	27	6488
0.62	5	0	0	3	62	1	0	1	12	11	1	0	27	6488
0.6205	5	0	0	3	62	1	1	1	12	15	1	0	27	6488
0.621	5	0	0	3	62	2	0	1	12	14	1	0	27	6488
0.6215	5	0	0	3	62	2	1	1	12	13	1	0	27	6488
0.622	5	0	0	3	62	3	0	1	12	12	1	0	27	6488
0.6225	5	0	0	3	62	3	1	1	12	11	1	0	27	6488
0.623	5	0	0	3	62	4	0	1	12	15	1	0	27	6488
0.6235	5	0	0	3	62	4	1	1	11	14	1	0	27	5949
0.624	5	0	0	3	62	5	0	1	12	13	1	0	27	6488
0.6245	5	0	0	3	62	5	1	1	12	12	1	0	27	6488
0.625	5	0	0	3	62	6	0	1	12	11	1	0	27	6488
0.6255	5	0	0	3	62	6	1	1	12	15	1	0	27	6488
0.626	5	0	0	3	62	7	0	1	12	14	1	0	27	6488
0.6265	5	0	0	3	62	7	1	1	12	13	1	0	27	6488
0.627	5	0	0	3	62	8	0	1	12	12	1	0	27	6488
0.6275	5	0	0	3	62	8	1	1	12	11	1	0	27	6488
0.628	5	0	0	3	62	9	0	1	12	15	1	0	27	6488
0.6285	5	0	0	3	62	9	1	1	11	14	1	0	27	5949
0.629	5	0	0	3	63	0	0	1	12	13	1	0	27	6488
0.6295	5	0	0	3	63	0	1	1	12	12	1	0	27	6488
0.63	5	0	0	3	63	1	0	1	11	11	1	0	27	5949
0.6305	5	0	0	3	63	1	1	1	11	15	1	0	27	5949
0.631	5	0	0	3	63	2	0	1	12	14	1	0	27	6488
0.6315	5	0	0	3	63	2	1	1	12	13	1	0	27	6488
0.632	5	0	0	3	63	3	0	1	12	12	1	0	27	6488
0.6325	5	0	0	3	63	3	1	1	12	11	1	0	27	6488
0.633	5	0	0	3	63	4	0	1	12	15	1	0	27	6488
0.6335	5	0	0	3	63	4	1	1	8	14	1	0	27	4325
0.6635	3	0	0	1	66	4	1	1	12	15	1	0	27	6488
0.664	3	0	0	1	66	5	0	1	11	14	1	0	27	5949
0.6645	3	0	0	1	66	5	1	1	12	13	1	0	27	6488
0.665	3	0	0	1	66	6	0	1	12	12	1	0	27	6488
0.6655	3	0	0	1	66	6	1	1	12	11	1	0	27	6488
0.666	3	0	0	1	66	7	0	1	12	15	1	0	27	6488
0.6665	3	0	0	1	66	7	1	1	12	14	1	0	27	6488
0.667	3	0	0	1	66	8	0	1	12	13	1	0	27	6488
0.6675	3	0	0	1	66	8	1	1	12	12	1	0	27	6488
0.668	3	0	0	1	66	9	0	1	12	11	1	0	27	6488
0.6685	3	0	0	1	66	9	1	1	12	15	1	0	27	6488
0.669	3	0	0	1	67	0	0	1	12	14	1	0	27	6488
0.6695	3	0	0	1	67	0	1	1	11	13	1	0	27	5949
0.67	3	0	0	1	67	1	0	1	12	12	1	0	27	6488
0.6705	3	0	0	1	67	1	1	1	12	11	1	0	27	6488
0.671	3	0	0	1	67	2	0	1	12	15	1	0	27	6488
0.6715	3	0	0	1	67	2	1	1	12	14	1	0	27	6488
0.672	3	0	0	1	67	3	0	1	12	13	1	0	27	6488
0.6725	3	0	0	1	67	3	1	1	11	12	1	0	27	5949
0.673	3	0	0	1	67	4	0	1	11	11	1	0	27	5949
0.6735	3	0	0	1	67	4	1	1	12	15	1	0	27	6488
0.674	3	0	0	1	67	5	0	1	12	14	1	0	27	6488
0.6745	3	0	0	1	67	5	1	1	12	13	1	0	27	6488
0.675	3	0	0	1	67	6	0	1	12	12	1	0	27	6488
0.6755	3	0	0	1	67	6	1	1	12	11	1	0	27	6488
0.676	3	0	0	1	67	7	0	1	12	15	1	0	27	6488
0.6765	3	0	0	1	67	7	1	1	12	14	1	0	27	6488
0.677	3	0	0	1	67	8	0	1	11	13	1	0	27	5949
0.6775	3	0	0	1	67	8	1	1	12	12	1	0	27	6488
0.678	3	0	0	1	67	9	0	1	11	11	1	0	27	5949
0.6785	3	0	0	1	67	9	1	1	12	15	1	0	27	6488
0.679	3	0	0	1	68	0	0	1	12	14	1	0	27	6488
0.6795	3	0	0	1	68	0	1	1	12	13	1	0	27	6488
0.68	3	0	0	1	68	1	0	1	12	12	1	0	27	6488
0.6805	3	0	0	1	68	1	1	1	11	11	1	0	27	5949
0.681	3	0	0	1	68	2	0	1	12	15	1	0	27	6488
0.6815	3	0	0	1	68	2	1	1	12	14	1	0	27	6488
0.682	3	0	0	1	68	3	0	1	12	13	1	0	27	6488
0.6825	3	0	0	1	68	3	1	1	12	12	1	0	27	6488
0.683	3	0	0	1	68	4	0	1	12	11	1	0	27	6488
0.6835	3	0	0	1	68	4	1	1	12	15	1	0	27	6488
0.684	3	0	0	1	68	5	0	1	12	14	1	0	27	6488
0.6845	3	0	0	1	68	5	1	1	12	13	1	0	27	6488
0.685	3	0	0	1	68	6	0	1	12	12	1	0	27	6488
0.6855	3	0	0	1	68	6	1	1	11	11	1	0	27	5949
0.686	3	0	0	1	68	7	0	1	12	15	1	0	27	6488
0.6865	3	0	0	1	68	7	1	1	12	14	1	0	27	6488
0.687	3	0	0	1	68	8	0	1	12	13	1	0	27	6488
0.6875	3	0	0	1	68	8	1	1	12	12	1	0	27	6488
0.688	3	0	0	1	68	9	0	1	12	11	1	0	27	6488
0.6885	3	0	0	1	68	9	1	1	12	15	1	0	27	6488
0.689	3	0	0	1	69	0	0	1	12	14	1	0	27	6488
0.6895	3	0	0	1	69	0	1	1	12	13	1	0	27	6488
0.69	3	0	0	1	69	1	0	1	12	12	1	0	27	6488
0.6905	3	0	0	1	69	1	1	1	12	11	1	0	27	6488
0.691	3	0	0	1	69	2	0	1	12	15	1	0	27	6488
0.6915	3	0	0	1	69	2	1	1	12	14	1	0	27	6488
0.692	3	0	0	1	69	3	0	1	12	13	1	0	27	6488
0.6925	3	0	0	1	69	3	1	1	12	12	1	0	27	6488
0.693	3	0	0	1	69	4	0	1	12	11	1	0	27	6488
0.6935	3	0	0	1	69	4	1	1	12	15	1	0	27	6488
0.694	3	0	0	1	69	5	0	1	12	14	1	0	27	6488
0.6945	3	0	0	1	69	5	1	1	11	13	1	0	27	5949
0.695	3	0	0	1	69	6	0	1	12	12	1	0	27	6488
0.6955	3	0	0	1	69	6	1	1	12	11	1	0	27	6488
0.696	3	0	0	1	69	7	0	1	12	15	1	0	27	6488
0.6965	3	0	0	1	69	7	1	1	12	14	1	0	27	6488
0.697	3	0	0	1	69	8	0	1	12	13	1	0	27	6488
0.6975	3	0	0	1	69	8	1	1	12	12	1	0	27	6488
0.698	3	0	0	1	69	9	0	1	12	11	1	0	27	6488
0.6985	3	0	0	1	69	9	1	1	11	15	1	0	27	5949
0.699	3	0	0	1	70	0	0	1	12	14	1	0	27	6488
0.6995	3	0	0	1	70	0	1	1	12	13	1	0	27	6488
0.7	3	0	0	1	70	1	0	1	12	12	1	0	27	6488
0.7005	3	0	0	1	70	1	1	1	12	11	1	0	27	6488
0.701	3	0	0	1	70	2	0	1	12	15	1	0	27	6488
0.7015	3	0	0	1	70	2	1	1	12	14	1	0	27	6488
0.702	3	0	0	1	70	3	0	1	12	13	1	0	27	6488
0.7025	3	0	0	1	70	3	1	1	12	12	1	0	27	6488
0.703	3	0	0	1	70	4	0	1	12	11	1	0	27	6488
0.7035	3	0	0	1	70	4	1	1	12	15	1	0	27	6488
0.704	3	0	0	1	70	5	0	1	8	14	1	0	27	4325
0.7665	3	0	0	2	76	7	1	1	12	15	1	0	27	6488
0.767	3	0	0	2	76	8	0	1	12	14	1	0	27	6488
0.7675	3	0	0	2	76	8	1	1	12	13	1	0	27	6488
0.768	3	0	0	2	76	9	0	1	12	12	1	0	27	6488
0.7685	3	0	0	2	76	9	1	1	12	11	1	0	27	6488
0.769	3	0	0	2	77	0	0	1	12	15	1	0	27	6488
0.7695	3	0	0	2	77	0	1	1	12	14	1	0	27	6488
0.77	3	0	0	2	77	1	0	1	12	13	1	0	27	6488
0.7705	3	0	0	2	77	1	1	1	12	12	1	0	27	6488
0.771	3	0	0	2	77	2	0	1	12	11	1	0	27	6488
0.7715	3	0	0	2	77	2	1	1	12	15	1	0	27	6488
0.772	3	0	0	2	77	3	0	1	12	14	1	0	27	6488
0.7725	3	0	0	2	77	3	1	1	12	13	1	0	27	6488
0.773	3	0	0	2	77	4	0	1	12	12	1	0	27	6488
0.7735	3	0	0	2	77	4	1	1	12	11	1	0	27	6488
0.774	3	0	0	2	77	5	0	1	12	15	1	0	27	6488
0.7745	3	0	0	2	77	5	1	1	11	14	1	0	27	5949
0.775	3	0	0	2	77	6	0	1	12	13	1	0	27	6488
0.7755	3	0	0	2	77	6	1	1	6	12	1	0	27	3244
0.7755	3	0	0	3	77	6	1	7	6	15	1	0	23	2687
0.776	3	0	0	2	77	7	0	1	6	11	1	0	27	3244
0.776	3	0	0	3	77	7	0	7	6	14	1	0	23	2687
0.7765	3	0	0	2	77	7	1	1	6	15	1	0	27	3244
0.7765	3	0	0	3	77	7	1	7	6	13	1	0	23	2687
0.777	3	0	0	2	77	8	0	1	6	14	1	0	27	3244
0.777	3	0	0	3	77	8	0	7	6	12	1	0	23	2687
0.7775	3	0	0	2	77	8	1	1	6	13	1	0	27	3244
0.7775	3	0	0	3	77	8	1	7	6	11	1	0	23	2687
0.778	3	0	0	2	77	9	0	1	6	12	1	0	27	3244
0.778	3	0	0	3	77	9	0	7	6	15	1	0	23	2687
0.7785	3	0	0	2	77	9	1	1	5	11	1	0	27	2704
0.7785	3	0	0	3	77	9	1	6	6	14	1	0	23	2687
0.779	3	0	0	2	78	0	0	1	6	15	1	0	27	3244
0.779	3	0	0	3	78	0	0	7	6	13	1	0	23	2687
0.7795	3	0	0	2	78	0	1	1	6	14	1	0	27	3244
0.7795	3	0	0	3	78	0	1	7	6	12	1	0	23	2687
0.78	3	0	0	2	78	1	0	1	6	13	1	0	27	3244
0.78	3	0	0	3	78	1	0	7	6	11	1	0	23	2687
0.7805	3	0	0	2	78	1	1	1	6	12	1	0	27	3244
0.7805	3	0	0	3	78	1	1	7	6	15	1	0	23	2687
0.781	3	0	0	2	78	2	0	1	6	11	1	0	27	3244
0.781	3	0	0	3	78	2	0	7	6	14	1	0	23	2687
0.7815	3	0	0	2	78	2	1	1	6	15	1	0	27	3244
0.7815	3	0	0	3	78	2	1	7	6	13	1	0	23	2687
0.782	3	0	0	2	78	3	0	1	6	14	1	0	27	3244
0.782	3	0	0	3	78	3	0	7	6	12	1	0	23	2687
0.7825	3	0	0	2	78	3	1	1	6	13	1	0	27	3244
0.7825	3	0	0	3	78	3	1	7	6	11	1	0	23	2687
0.783	3	0	0	2	78	4	0	1	6	12	1	0	27	3244
0.783	3	0	0	3	78	4	0	7	6	15	1	0	23	2687
0.7835	3	0	0	2	78	4	1	1	6	11	1	0	27	3244
0.7835	3	0	0	3	78	4	1	7	6	14	1	0	23	2687
0.784	3	0	0	2	78	5	0	1	6	15	1	0	27	3244
0.784	3	0	0	3	78	5	0	7	5	13	1	0	23	2238
0.7845	3	0	0	2	78	5	1	1	6	14	1	0	27	3244
0.7845	3	0	0	3	78	5	1	7	6	12	1	0	23	2687
0.785	3	0	0	2	78	6	0	1	6	13	1	0	27	3244
0.785	3	0	0	3	78	6	0	7	6	11	1	0	23	2687
0.7855	3	0	0	2	78	6	1	1	6	12	1	0	27	3244
0.7855	3	0	0	3	78	6	1	7	6	15	1	0	23	2687
0.786	3	0	0	2	78	7	0	1	6	11	1	0	27	3244
0.786	3	0	0	3	78	7	0	7	6	14	1	0	23	2687
0.7865	3	0	0	2	78	7	1	1	6	15	1	0	27	3244
0.7865	3	0	0	3	78	7	1	7	6	13	1	0	23	2687
0.787	3	0	0	2	78	8	0	1	6	14	1	0	27	3244
0.787	3	0	0	3	78	8	0	7	6	12	1	0	23	2687
0.7875	3	0	0	2	78	8	1	1	6	13	1	0	27	3244
0.7875	3	0	0	3	78	8	1	7	6	11	1	0	23	2687
0.788	3	0	0	2	78	9	0	1	6	12	1	0	27	3244
0.788	3	0	0	3	78	9	0	7	6	15	1	0	23	2687
0.7885	3	0	0	2	78	9	1	1	6	11	1	0	27	3244
0.7885	3	0	0	3	78	9	1	7	6	14	1	0	23	2687
0.789	3	0	0	2	79	0	0	1	6	15	1	0	27	3244
0.789	3	0	0	3	79	0	0	7	6	13	1	0	23	2687
0.7895	3	0	0	2	79	0	1	1	5	14	1	0	27	2704
0.7895	3	0	0	3	79	0	1	6	6	12	1	0	23	2687
0.79	3	0	0	2	79	1	0	1	6	13	1	0	27	3244
0.79	3	0	0	3	79	1	0	7	6	11	1	0	23	2687
0.7905	3	0	0	2	79	1	1	1	6	12	1	0	27	3244
0.7905	3	0	0	3	79	1	1	7	6	15	1	0	23	2687
0.791	3	0	0	2	79	2	0	1	6	11	1	0	27	3244
0.791	3	0	0	3	79	2	0	7	6	14	1	0	23	2687
0.7915	3	0	0	2	79	2	1	1	6	15	1	0	27	3244
0.7915	3	0	0	3	79	2	1	7	6	13	1	0	23	2687
0.792	3	0	0	2	79	3	0	1	6	14	1	0	27	3244
0.792	3	0	0	3	79	3	0	7	6	12	1	0	23	2687
0.7925	3	0	0	2	79	3	1	1	6	13	1	0	27	3244
0.7925	3	0	0	3	79	3	1	7	5	11	1	0	23	2238
0.793	3	0	0	2	79	4	0	1	5	12	1	0	27	2704
0.793	3	0	0	3	79	4	0	6	6	15	1	0	23	2687
0.7935	3	0	0	2	79	4	1	1	6	11	1	0	27	3244
0.7935	3	0	0	3	79	4	1	7	6	14	1	0	23	2687
0.794	3	0	0	2	79	5	0	1	6	15	1	0	27	3244
0.794	3	0	0	3	79	5	0	7	6	13	1	0	23	2687
0.7945	3	0	0	2	79	5	1	1	6	14	1	0	27	3244
0.7945	3	0	0	3	79	5	1	7	6	12	1	0	23	2687
0.795	3	0	0	2	79	6	0	1	6	13	1	0	27	3244
0.795	3	0	0	3	79	6	0	7	6	11	1	0	23	2687
0.7955	3	0	0	2	79	6	1	1	6	12	1	0	27	3244
0.7955	3	0	0	3	79	6	1	7	6	15	1	0	23	2687
0.796	3	0	0	2	79	7	0	1	6	11	1	0	27	3244
0.796	3	0	0	3	79	7	0	7	6	14	1	0	23	2687
0.7965	3	0	0	2	79	7	1	1	6	15	1	0	27	3244
0.7965	3	0	0	3	79	7	1	7	6	13	1	0	23	2687
0.797	3	0	0	2	79	8	0	1	6	14	1	0	27	3244
0.797	3	0	0	3	79	8	0	7	5	12	1	0	23	2238
0.7975	3	0	0	2	79	8	1	1	6	13	1	0	27	3244
0.7975	3	0	0	3	79	8	1	7	6	11	1	0	23	2687
0.798	3	0	0	2	79	9	0	1	5	12	1	0	27	2704
0.798	3	0	0	3	79	9	0	6	6	15	1	0	23	2687
0.7985	3	0	0	2	79	9	1	1	6	11	1	0	27	3244
0.7985	3	0	0	3	79	9	1	7	6	14	1	0	23	2687
0.799	3	0	0	2	80	0	0	1	6	15	1	0	27	3244
0.799	3	0	0	3	80	0	0	7	6	13	1	0	23	2687
0.7995	3	0	0	2	80	0	1	1	6	14	1	0	27	3244
0.7995	3	0	0	3	80	0	1	7	6	12	1	0	23	2687
0.8	3	0	0	2	80	1	0	1	6	13	1	0	27	3244
0.8	3	0	0	3	80	1	0	7	6	11	1	0	23	2687
0.8005	3	0	0	2	80	1	1	1	6	12	1	0	27	3244
0.8005	3	0	0	3	80	1	1	7	5	15	1	0	23	2238
0.801	3	0	0	2	80	2	0	1	6	11	1	0	27	3244
0.801	3	0	0	3	80	2	0	7	6	14	1	0	23	2687
0.8015	3	0	0	2	80	2	1	1	6	15	1	0	27	3244
0.8015	3	0	0	3	80	2	1	7	6	13	1	0	23	2687
0.802	3	0	0	2	80	3	0	1	6	14	1	0	27	3244
0.802	3	0	0	3	80	3	0	7	6	12	1	0	23	2687
0.8025	3	0	0	2	80	3	1	1	6	13	1	0	27	3244
0.8025	3	0	0	3	80	3	1	7	6	11	1	0	23	2687
0.803	3	0	0	2	80	4	0	1	6	12	1	0	27	3244
0.803	3	0	0	3	80	4	0	7	6	15	1	0	23	2687
0.8035	3	0	0	2	80	4	1	1	6	11	1	0	27	3244
0.8035	3	0	0	3	80	4	1	7	6	14	1	0	23	2687
0.804	3	0	0	2	80	5	0	1	6	15	1	0	27	3244
0.804	3	0	0	3	80	5	0	7	6	13	1	0	23	2687
0.8045	3	0	0	2	80	5	1	1	6	14	1	0	27	3244
0.8045	3	0	0	3	80	5	1	7	6	12	1	0	23	2687
0.805	3	0	0	2	80	6	0	1	6	13	1	0	27	3244
0.805	3	0	0	3	80	6	0	7	6	11	1	0	23	2687
0.8055	3	0	0	2	80	6	1	1	5	12	1	0	27	2704
0.8055	3	0	0	3	80	6	1	6	6	15	1	0	23	2687
0.806	3	0	0	2	80	7	0	1	6	11	1	0	27	3244
0.806	3	0	0	3	80	7	0	7	6	14	1	0	23	2687
0.8065	3	0	0	2	80	7	1	1	6	15	1	0	27	3244
0.8065	3	0	0	3	80	7	1	7	6	13	1	0	23	2687
0.807	3	0	0	2	80	8	0	1	6	14	1	0	27	3244
0.807	3	0	0	3	80	8	0	7	6	12	1	0	23	2687
0.8075	3	0	0	2	80	8	1	1	6	13	1	0	27	3244
0.8075	3	0	0	3	80	8	1	7	6	11	1	0	23	2687
0.808	3	0	0	2	80	9	0	1	6	12	1	0	27	3244
0.808	3	0	0	3	80	9	0	7	6	15	1	0	23	2687
0.8085	3	0	0	2	80	9	1	1	6	11	1	0	27	3244
0.8085	3	0	0	3	80	9	1	7	6	14	1	0	23	2687
0.809	3	0	0	2	81	0	0	1	6	15	1	0	27	3244
0.809	3	0	0	3	81	0	0	7	6	13	1	0	23	2687
0.8095	3	0	0	2	81	0	1	1	6	14	1	0	27	3244
0.8095	3	0	0	3	81	0	1	7	6	12	1	0	23	2687
0.81	3	0	0	2	81	1	0	1	6	13	1	0	27	3244
0.81	3	0	0	3	81	1	0	7	6	11	1	0	23	2687
0.8105	3	0	0	2	81	1	1	1	6	12	1	0	27	3244
0.8105	3	0	0	3	81	1	1	7	6	15	1	0	23	2687
0.811	3	0	0	2	81	2	0	1	6	11	1	0	27	3244
0.811	3	0	0	3	81	2	0	7	6	14	1	0	23	2687
0.8115	3	0	0	2	81	2	1	1	6	15	1	0	27	3244
0.8115	3	0	0	3	81	2	1	7	6	13	1	0	23	2687
0.812	3	0	0	2	81	3	0	1	6	14	1	0	27	3244
0.812	3	0	0	3	81	3	0	7	6	12	1	0	23	2687
0.8125	3	0	0	2	81	3	1	1	6	13	1	0	27	3244
0.8125	3	0	0	3	81	3	1	7	6	11	1	0	23	2687
0.813	3	0	0	2	81	4	0	1	6	12	1	0	27	3244
0.813	3	0	0	3	81	4	0	7	6	15	1	0	23	2687
0.8135	3	0	0	2	81	4	1	1	6	11	1	0	27	3244
0.8135	3	0	0	3	81	4	1	7	6	14	1	0	23	2687
0.814	3	0	0	2	81	5	0	1	6	15	1	0	27	3244
0.814	3	0	0	3	81	5	0	7	6	13	1	0	23	2687
0.8145	3	0	0	2	81	5	1	1	6	14	1	0	27	3244
0.8145	3	0	0	3	81	5	1	7	5	12	1	0	23	2238
0.815	3	0	0	2	81	6	0	1	6	13	1	0	27	3244
0.815	3	0	0	3	81	6	0	7	6	11	1	0	23	2687
0.8155	3	0	0	2	81	6	1	1	6	12	1	0	27	3244
0.8155	3	0	0	3	81	6	1	7	6	15	1	0	23	2687
0.816	3	0	0	2	81	7	0	1	6	11	1	0	27	3244
0.816	3	0	0	3	81	7	0	7	6	14	1	0	23	2687
0.8165	3	0	0	2	81	7	1	1	6	15	1	0	27	3244
0.8165	3	0	0	3	81	7	1	7	6	13	1	0	23	2687
0.817	3	0	0	2	81	8	0	1	6	14	1	0	27	3244
0.817	3	0	0	3	81	8	0	7	6	12	1	0	23	2687
0.8175	3	0	0	2	81	8	1	1	6	13	1	0	27	3244
0.8175	3	0	0	3	81	8	1	7	6	11	1	0	23	2687
0.818	3	0	0	2	81	9	0	1	6	12	1	0	27	3244
0.818	3	0	0	3	81	9	0	7	6	15	1	0	23	2687
0.8185	3	0	0	2	81	9	1	1	5	11	1	0	27	2704
0.8185	3	0	0	3	81	9	1	6	6	14	1	0	23	2687
0.819	3	0	0	2	82	0	0	1	6	15	1	0	27	3244
0.819	3	0	0	3	82	0	0	7	6	13	1	0	23	2687
0.8195	3	0	0	2	82	0	1	1	6	14	1	0	27	3244
0.8195	3	0	0	3	82	0	1	7	6	12	1	0	23	2687
0.82	3	0	0	2	82	1	0	1	6	13	1	0	27	3244
0.82	3	0	0	3	82	1	0	7	6	11	1	0	23	2687
0.8205	3	0	0	2	82	1	1	1	6	12	1	0	27	3244
0.8205	3	0	0	3	82	1	1	7	6	15	1	0	23	2687
0.821	3	0	0	2	82	2	0	1	6	11	1	0	27	3244
0.821	3	0	0	3	82	2	0	7	6	14	1	0	23	2687
