time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.519564	5	2	3	1478	0.0276833
0.519564	5	2	3	1478	0.027682
0.519564	5	2	3	1478	0.0276808
0.520064	5	2	3	1478	0.0281796
0.520064	5	2	3	1478	0.0281784
0.520064	5	2	3	1478	0.0281772
0.520064	5	2	3	1478	0.028176
0.520064	5	2	3	1478	0.0281748
0.520564	5	2	3	1478	0.0286735
0.520564	5	2	3	1478	0.0286723
0.520564	5	2	3	1478	0.0286711
0.520564	5	2	3	1478	0.0286699
0.521064	5	2	3	1478	0.0291687
0.521064	5	2	3	1478	0.0291675
0.521064	5	2	3	1478	0.0291663
0.521064	5	2	3	1478	0.0291651
0.521564	5	2	3	1478	0.0296638
0.521564	5	2	3	1478	0.0296626
0.521564	5	2	3	1478	0.0296614
0.521564	5	2	3	1478	0.0296602
0.521564	5	2	3	1478	0.029659
0.522064	5	2	3	1478	0.0301578
0.522064	5	2	3	1478	0.0301566
0.522064	5	2	3	1478	0.0301553
0.522064	5	2	3	1478	0.0301541
0.522564	5	2	3	1478	0.0306529
0.522564	5	2	3	1478	0.0306517
0.522564	5	2	3	1478	0.0306505
0.522564	5	2	3	1478	0.0306493
0.523064	5	2	3	1478	0.0311481
0.523064	5	2	3	1478	0.0311468
0.523064	5	2	3	1478	0.0311456
0.523064	5	2	3	1478	0.0311444
0.523064	5	2	3	1478	0.0311432
0.523564	5	2	3	1478	0.031642
0.523564	5	2	3	1478	0.0316408
0.523564	5	2	3	1478	0.0316396
0.523564	5	2	3	1478	0.0316383
0.524064	5	2	3	1478	0.0321371
0.524064	5	2	3	1478	0.0321359
0.524064	5	2	3	1478	0.0321347
0.524064	5	2	3	1478	0.0321335
0.524064	5	2	3	1478	0.0321323
0.524564	5	2	3	1478	0.0326311
0.524564	5	2	3	1478	0.0326298
0.524564	5	2	3	1478	0.0326286
0.524564	5	2	3	1478	0.0326274
0.525064	5	2	3	1478	0.0331262
0.525064	5	2	3	1478	0.033125
0.525064	5	2	3	1478	0.0331238
0.525064	5	2	3	1478	0.0331226
0.525564	5	2	3	1478	0.0336213
0.525564	5	2	3	1478	0.0336201
0.525564	5	2	3	1478	0.0336189
0.525564	5	2	3	1478	0.0336177
0.525564	5	2	3	1478	0.0336165
0.526029	5	2	3	1478	0.0340796
0.526029	5	2	3	1478	0.0340783
0.526029	5	2	3	1478	0.0340771
0.526029	5	2	3	1478	0.0340759
0.526564	5	2	3	1478	0.0346104
0.526564	5	2	3	1478	0.0346092
0.526564	5	2	3	1478	0.034608
0.526564	5	2	3	1478	0.0346068
0.527029	5	2	3	1478	0.0350698
0.527029	5	2	3	1478	0.0350686
0.527029	5	2	3	1478	0.0350674
0.527029	5	2	3	1478	0.0350662
0.527564	5	2	3	1478	0.0356007
0.527564	5	2	3	1478	0.0355995
0.527564	5	2	3	1478	0.0355983
0.527564	5	2	3	1478	0.0355971
0.527564	5	2	3	1478	0.0355959
0.528064	5	2	3	1478	0.0360946
0.528064	5	2	3	1478	0.0360934
0.528064	5	2	3	1478	0.0360922
0.528064	5	2	3	1478	0.036091
0.528529	5	2	3	1478	0.0365541
0.528529	5	2	3	1478	0.0365529
0.528529	5	2	3	1478	0.0365516
0.528529	5	2	3	1478	0.0365504
0.529064	5	2	3	1478	0.0370849
0.529064	5	2	3	1478	0.0370837
0.529064	5	2	3	1478	0.0370825
0.529064	5	2	3	1478	0.0370813
0.529564	5	2	3	1478	0.0375801
0.529564	5	2	3	1478	0.0375789
